Timestamp,ALIEN_DEAD_CITY,ALIEN_DEAD_CITY_BETA,ASIA,ASIA_4V4,ASIA_CLAN,AS_BATTLE_ROYALE,AS_DEAD_CITY,AUSTRALIA,AUSTRALIA_CLAN,DEAD_CITY,EUROPE,EUROPE_CLAN,EU_4V4,EU_BATTLE_ROYALE,EU_DEAD_CITY,INDIA,INDIA_CLAN,JAPAN,JAPAN_CLAN,NA_BATTLE_ROYALE,NA_DUO_BETA,RUSSIA,USA,USA_4V4,USA_BETA,USA_CLAN,USA_WEST,USA_WEST_CLAN,ZOMBIE_DEAD_CITY,ZOMBIE_DEAD_CITY_BETA,ZOMBIE_DEAD_CITY_BETA_01
1741168800,0,0,28,5,0,27,3,12,0,1,24,0,1,10,3,6,0,14,0,4,0,5,0,0,5,0,15,0,0,0,0
1741170600,0,0,26,5,0,18,10,9,0,1,32,0,3,12,5,8,0,12,0,3,0,8,5,0,5,0,17,0,0,0,0
1741172400,0,0,32,4,0,16,4,8,0,0,38,0,4,15,4,9,0,16,0,0,0,6,7,0,5,0,7,0,0,0,0
1741174200,0,0,24,3,0,20,10,5,0,0,33,0,3,10,5,6,0,11,0,1,0,7,8,0,5,0,12,0,0,0,0
1741176000,0,0,20,3,0,21,8,7,0,1,35,0,5,14,8,11,0,7,0,2,0,8,11,1,5,0,12,0,0,0,0
1741177800,0,0,20,7,0,15,6,5,0,3,39,0,7,15,5,8,0,9,0,4,0,5,10,0,5,0,8,0,0,0,0
1741179600,0,0,22,6,0,8,3,7,0,3,55,0,5,17,5,8,0,10,0,1,0,8,6,4,5,0,7,0,0,0,0
1741181400,0,0,26,6,0,13,0,0,0,5,59,0,5,22,4,6,0,12,0,4,0,9,11,2,5,0,6,0,0,0,0
1741183200,0,0,23,2,0,6,4,5,0,3,43,0,5,14,10,6,0,10,0,4,0,6,20,3,5,0,6,0,0,0,0
1741185000,0,0,23,1,0,4,3,0,0,4,56,0,3,16,8,5,0,8,0,4,0,9,12,2,5,0,6,0,0,0,0
1741186800,0,0,13,2,0,5,2,0,0,6,58,0,7,17,7,11,0,6,0,6,0,10,25,1,5,0,12,0,0,0,0
1741188600,0,0,11,0,0,5,1,5,0,5,58,0,1,25,6,12,0,0,0,12,0,8,27,5,5,0,12,0,0,0,0
1741190400,0,0,9,2,0,4,5,0,0,6,52,0,1,15,12,9,0,0,0,11,0,7,34,4,5,0,17,0,0,0,0
1741192200,0,0,10,0,0,1,2,0,0,7,52,0,9,18,9,6,0,0,0,12,0,8,41,1,5,0,28,0,0,0,0
1741194000,0,0,12,2,0,2,2,0,0,7,54,0,5,12,6,5,0,0,0,15,0,8,30,2,5,0,16,0,0,0,0
1741195800,0,0,12,0,0,2,0,7,0,8,56,0,6,21,5,7,0,0,0,17,0,10,33,7,5,0,15,0,0,0,0
1741197600,0,0,9,0,0,5,2,0,0,5,51,0,5,12,7,7,0,5,0,18,0,11,35,5,5,0,18,0,0,0,0
1741199400,0,0,9,2,0,1,3,0,0,3,55,0,3,15,0,6,0,0,0,13,0,6,35,5,5,0,25,0,0,0,0
1741201200,0,0,7,1,0,0,1,6,0,7,48,0,2,17,3,0,0,6,0,18,0,9,41,6,5,0,23,0,0,0,0
1741203000,0,0,8,0,0,1,1,5,0,15,37,0,0,12,8,0,0,0,0,28,0,5,35,10,5,0,11,0,0,0,0
1741204800,0,0,0,0,0,0,0,5,0,9,37,0,3,7,5,0,0,0,0,25,0,7,42,2,5,0,12,0,0,0,0
1741206600,0,0,0,0,0,3,1,5,0,5,26,0,4,8,5,0,0,0,0,24,0,0,42,5,5,0,11,0,0,0,0
1741208400,0,0,0,0,0,2,1,6,0,9,20,0,2,3,2,0,0,0,0,22,0,0,51,4,5,0,12,0,0,0,0
1741210200,0,0,5,0,0,0,0,0,0,8,21,0,0,4,3,5,0,5,0,18,0,0,49,3,5,0,17,0,0,0,0
1741212000,0,0,6,1,0,1,1,6,0,8,20,0,2,1,0,5,0,6,0,20,0,0,55,3,5,0,17,0,0,0,0
1741213800,0,0,7,0,0,1,0,10,0,3,21,0,0,2,4,0,0,5,0,10,0,5,49,5,5,0,15,0,0,0,0
1741215600,0,0,8,1,0,2,0,8,0,8,11,0,0,0,0,0,0,5,0,20,0,5,42,6,5,0,18,0,0,0,0
1741217400,0,0,9,1,0,2,1,6,0,10,5,0,2,1,0,5,0,7,0,17,0,5,47,2,5,0,24,0,0,0,0
1741219200,0,0,10,2,0,4,0,11,0,6,6,0,0,0,0,0,0,5,0,14,0,0,42,5,5,0,19,0,0,0,0
1741221000,0,0,10,2,0,6,1,6,0,3,0,0,2,3,0,0,0,11,0,12,0,0,47,4,5,0,24,0,0,0,0
1741222800,0,0,5,2,0,5,2,5,0,9,0,0,0,1,0,5,0,9,0,10,0,5,42,2,5,0,20,0,0,0,0
1741224600,0,0,8,1,0,5,5,6,0,7,5,0,0,0,0,5,0,6,0,17,0,0,45,2,5,0,16,0,0,0,0
1741226400,0,0,7,0,0,9,4,7,0,5,6,0,0,0,0,0,0,0,0,12,0,5,39,5,5,0,12,0,0,0,0
1741228200,0,0,12,0,0,5,2,7,0,4,5,0,0,1,0,0,0,9,0,13,0,0,35,4,5,0,11,0,0,0,0
1741230000,0,0,11,6,0,6,0,12,0,5,5,0,0,1,0,0,0,5,0,6,0,0,29,2,5,0,12,0,0,0,0
1741231800,0,0,13,1,0,9,4,12,0,1,0,0,0,0,0,5,0,7,0,2,0,0,19,2,5,0,17,0,0,0,0
1741233600,0,0,22,1,0,4,5,12,0,1,5,0,0,0,0,5,0,8,0,7,0,0,20,2,5,0,23,0,0,0,0
1741235400,0,0,19,4,0,10,4,11,0,0,5,0,0,0,0,7,0,12,0,9,0,5,11,1,5,0,12,0,0,0,0
1741237200,0,0,12,7,0,12,5,9,0,1,0,0,0,0,0,5,0,7,0,7,0,5,10,3,5,0,12,0,0,0,0
1741239000,0,0,21,8,0,10,5,12,0,1,6,0,1,1,2,7,0,10,0,0,0,5,7,3,5,0,9,0,0,0,0
1741240800,0,0,17,1,0,9,1,10,0,0,8,0,1,3,0,11,0,7,0,0,0,6,15,1,5,0,11,0,0,0,0
1741242600,0,0,22,2,0,7,7,8,0,1,8,0,1,5,2,7,0,10,0,0,0,9,10,3,5,0,10,0,0,0,0
1741244400,0,0,21,8,0,24,4,11,0,0,11,0,3,4,0,7,0,12,0,1,0,7,0,0,5,0,10,0,0,0,0
1741246200,0,0,19,4,0,19,6,8,0,1,13,0,1,6,4,8,0,19,0,2,0,9,5,0,5,0,0,0,0,0,0
1741248000,0,0,21,6,0,16,11,7,0,1,17,0,0,4,2,6,0,23,0,1,0,5,10,1,5,0,7,0,0,0,0
1741249800,0,0,27,4,0,12,9,8,0,0,27,0,1,10,2,7,0,12,0,3,0,9,0,0,5,0,10,0,0,0,0
1741251600,0,0,24,5,0,14,11,9,0,1,20,0,1,4,2,9,0,10,0,2,0,8,5,1,5,0,11,0,0,0,0
1741253400,0,0,18,7,0,18,8,12,0,2,30,0,2,13,1,9,0,19,0,1,0,7,6,1,5,0,9,0,0,0,0
1741255200,0,0,21,3,0,20,5,6,0,1,34,0,4,17,4,10,0,12,0,0,0,8,0,0,5,0,12,0,0,0,0
1741257000,0,0,25,5,0,22,7,6,0,0,32,0,3,21,2,12,0,10,0,0,0,5,6,1,5,0,10,0,0,0,0
1741258800,0,0,33,6,0,17,6,6,0,1,32,0,8,10,3,10,0,22,0,1,0,10,6,0,5,0,8,0,0,0,0
1741260600,0,0,20,2,0,17,8,5,0,2,33,0,1,12,4,7,0,19,0,1,0,8,6,0,5,0,11,0,0,0,0
1741262400,0,0,23,6,0,10,3,5,0,0,33,0,2,13,5,8,0,10,0,2,0,6,7,1,5,0,12,0,0,0,0
1741264200,0,0,23,11,0,16,6,7,0,3,43,0,1,16,4,9,0,9,0,6,0,8,12,1,5,0,12,0,0,0,0
1741266000,0,0,27,9,0,9,6,7,0,7,35,0,3,13,4,8,0,7,0,4,0,9,10,3,5,0,9,0,0,0,0
1741267800,0,0,27,5,0,12,4,0,0,4,49,0,3,13,9,9,0,7,0,10,0,9,18,4,5,0,7,0,0,0,0
1741269600,0,0,24,3,0,11,3,0,0,4,48,0,1,17,6,8,0,9,0,3,0,6,23,3,5,0,6,0,0,0,0
1741271400,0,0,25,2,0,9,2,5,0,4,40,0,2,13,6,10,0,6,0,4,0,7,28,2,5,0,8,0,0,0,0
1741273200,0,0,23,3,0,5,3,5,0,5,53,0,5,10,7,12,0,6,0,8,0,7,23,1,5,0,10,0,0,0,0
1741275000,0,0,12,2,0,9,2,5,0,4,54,0,7,14,3,8,0,8,0,11,0,7,22,3,5,0,13,0,0,0,0
1741276800,0,0,15,4,0,4,2,0,0,6,56,0,1,9,5,9,0,6,0,15,0,5,29,4,5,0,7,0,0,0,0
1741278600,0,0,12,4,0,4,1,0,0,5,39,0,4,12,10,5,0,5,0,13,0,5,41,5,5,0,33,0,0,0,0
1741280400,0,0,17,4,0,3,0,0,0,10,57,0,4,21,12,7,0,0,0,14,0,8,30,3,5,0,17,0,0,0,0
1741282200,0,0,10,2,0,4,0,0,0,5,64,0,10,32,11,7,0,0,0,12,0,6,27,8,5,0,18,0,0,0,0
1741284000,0,0,8,1,0,5,3,5,0,5,58,0,7,11,6,5,0,5,0,18,0,9,27,7,5,0,16,0,0,0,0
1741285800,0,0,6,0,0,2,1,5,0,7,52,0,4,21,2,7,0,6,0,14,0,7,26,4,5,0,26,0,0,0,0
1741287600,0,0,8,1,0,1,0,0,0,9,55,0,2,12,5,0,0,0,0,17,0,0,29,3,5,0,25,0,0,0,0
1741289400,0,0,6,1,0,1,0,0,0,12,52,0,5,15,8,5,0,0,0,17,0,6,36,5,5,0,19,0,0,0,0
1741291200,0,0,6,0,0,1,1,5,0,8,35,0,0,10,6,6,0,0,0,15,0,5,32,4,5,0,18,0,0,0,0
1741293000,0,0,0,1,0,2,0,0,0,9,34,0,0,9,9,0,0,5,0,12,0,0,38,4,5,0,17,0,0,0,0
1741294800,0,0,5,0,0,2,1,6,0,7,27,0,4,2,3,5,0,0,0,16,0,5,38,6,5,0,18,0,0,0,0
1741296600,0,0,5,2,0,4,0,7,0,7,23,0,2,6,2,5,0,0,0,30,0,0,44,14,5,0,19,0,0,0,0
1741298400,0,0,9,0,0,5,0,6,0,4,12,0,0,5,2,0,0,7,0,13,0,5,44,5,5,0,10,0,0,0,0
1741300200,0,0,5,0,0,1,0,6,0,5,10,0,0,5,3,0,0,5,0,19,0,0,44,2,5,0,19,0,0,0,0
1741302000,0,0,5,0,0,1,1,11,0,7,9,0,0,6,0,0,0,5,0,19,0,0,39,2,5,0,21,0,0,0,0
1741303800,0,0,5,1,0,1,2,9,0,3,9,0,0,4,0,0,0,6,0,11,0,0,42,8,5,0,27,0,0,0,0
1741305600,0,0,7,0,0,5,0,8,0,7,6,0,0,1,0,5,0,6,0,16,0,0,54,4,5,0,23,0,0,0,0
1741307400,0,0,8,0,0,8,1,7,0,11,5,0,2,1,0,0,0,10,0,18,0,5,49,1,5,0,20,0,0,0,0
1741309200,0,0,11,0,0,7,1,10,0,8,5,0,1,2,0,5,0,7,0,19,0,0,35,7,5,0,16,0,0,0,0
1741311000,0,0,7,2,0,8,2,8,0,8,5,0,0,1,0,5,0,5,0,17,0,0,39,2,5,0,19,0,0,0,0
1741312800,0,0,12,2,0,5,7,8,0,3,5,0,1,0,0,0,0,8,0,13,0,0,37,3,5,0,19,0,0,0,0
1741314600,0,0,12,2,0,8,6,10,0,4,5,0,1,0,0,5,0,0,0,11,0,0,29,2,5,0,24,0,0,0,0
1741316400,0,0,7,2,0,13,15,12,0,3,5,0,5,0,0,5,0,10,0,8,0,0,28,1,5,0,22,0,0,0,0
1741318200,0,0,10,5,0,5,4,12,0,2,5,0,0,0,1,0,0,9,0,5,0,5,12,2,5,0,20,0,0,0,0
1741320000,0,0,10,2,0,17,10,9,0,4,7,0,0,2,0,6,0,5,0,4,0,0,17,6,5,0,24,0,0,0,0
1741321800,0,0,17,3,0,15,5,8,0,0,5,0,2,0,0,7,0,7,0,11,0,0,10,2,5,0,18,0,0,0,0
1741323600,0,0,12,6,0,18,3,11,0,0,6,0,1,1,1,6,0,11,0,3,0,6,12,2,5,0,19,0,0,0,0
1741325400,0,0,11,6,0,15,6,12,0,3,5,0,0,1,3,7,0,7,0,6,0,5,9,2,5,0,23,0,0,0,0
1741327200,0,0,23,2,0,23,7,9,0,0,0,0,1,3,1,7,0,12,0,5,0,6,5,2,5,0,22,0,0,0,0
1741329000,0,0,10,6,0,21,4,10,0,1,6,0,1,0,2,10,0,11,0,6,0,8,6,1,5,0,23,0,0,0,0
1741330800,0,0,28,8,0,21,4,12,0,1,10,0,0,7,1,10,0,10,0,2,0,8,6,0,5,0,9,0,0,0,0
1741332600,0,0,37,4,0,21,6,11,0,2,16,0,1,3,4,10,0,13,0,1,0,6,5,0,5,0,10,0,0,0,0
1741334400,0,0,24,9,0,10,7,10,0,0,18,0,5,6,0,11,0,23,0,1,0,11,6,0,5,0,12,0,0,0,0
1741336200,0,0,11,3,0,9,10,11,0,0,21,0,3,8,2,5,0,18,0,0,0,10,5,0,5,0,18,0,0,0,0
1741338000,0,0,20,4,0,15,11,0,0,0,24,0,2,12,3,7,0,23,0,2,0,7,5,0,5,0,20,0,0,0,0
1741339800,0,0,24,2,0,15,9,5,0,1,23,0,1,17,2,8,0,17,0,1,0,6,6,1,5,0,25,0,0,0,0
1741341600,0,0,26,4,0,17,11,7,0,0,28,0,2,11,2,8,0,11,0,2,0,8,5,0,5,0,22,0,0,0,0
1741343400,0,0,22,7,0,28,10,7,0,0,26,0,2,14,6,12,0,11,0,0,0,9,0,1,5,0,27,0,0,0,0
1741345200,0,0,24,7,0,22,3,6,0,0,24,0,2,8,4,8,0,10,0,1,0,10,10,1,5,0,20,0,0,0,0
1741347000,0,0,21,6,0,8,13,10,0,0,23,0,4,11,4,7,0,10,0,1,0,7,7,0,5,0,19,0,0,0,0
1741348800,0,0,27,4,0,12,5,5,0,0,34,0,1,13,6,5,0,11,0,3,0,7,5,5,5,0,23,0,0,0,0
1741350600,0,0,20,3,0,10,7,0,0,0,23,0,3,14,4,9,0,10,0,1,0,8,15,0,5,0,17,0,0,0,0
1741352400,0,0,29,6,0,15,12,0,0,4,42,0,4,10,1,10,0,11,0,6,0,8,23,1,5,0,10,0,0,0,0
1741354200,0,0,38,6,0,9,4,5,0,4,37,0,5,16,3,10,0,11,0,5,0,11,17,2,5,0,12,0,0,0,0
1741356000,0,0,28,5,0,13,5,5,0,7,42,0,8,13,9,6,0,12,0,9,0,5,20,2,5,0,7,0,0,0,0
1741357800,0,0,25,4,0,14,2,7,0,4,45,0,4,16,8,8,0,12,0,7,0,7,20,6,5,0,6,0,0,0,0
1741359600,0,0,22,1,0,14,6,5,0,2,44,0,6,20,9,9,0,6,0,11,0,8,33,1,5,0,24,0,0,0,0
1741361400,0,0,12,4,0,6,3,0,0,6,39,0,4,17,11,8,0,6,0,13,0,7,23,5,5,0,17,0,0,0,0
1741363200,0,0,11,4,0,3,3,5,0,6,43,0,6,20,7,9,0,0,0,19,0,12,29,3,5,0,23,0,0,0,0
1741365000,0,0,12,3,0,4,2,0,0,13,47,0,4,20,4,6,0,5,0,6,0,10,39,5,5,0,25,0,0,0,0
1741366800,0,0,10,1,0,8,4,0,0,9,56,0,8,19,8,8,0,7,0,22,0,11,31,5,5,0,23,0,0,0,0
1741368600,0,0,12,1,0,6,1,0,0,7,66,0,11,18,7,7,0,7,0,22,0,11,41,6,5,0,14,0,0,0,0
1741370400,0,0,8,2,0,6,3,5,0,4,48,0,5,12,4,7,0,0,0,17,0,9,42,6,5,0,19,0,0,0,0
1741372200,0,0,6,1,0,6,2,0,0,10,46,0,3,12,10,5,0,0,0,12,0,7,24,5,5,0,22,0,0,0,0
1741374000,0,0,0,3,0,0,3,0,0,7,55,0,3,7,6,0,0,0,0,16,0,8,24,6,5,0,16,0,0,0,0
1741375800,0,0,10,0,0,5,3,5,0,5,35,0,4,14,10,5,0,0,0,12,0,6,34,6,5,0,10,0,0,0,0
1741377600,0,0,10,2,0,1,0,5,0,6,49,0,1,9,11,0,0,0,0,20,0,6,32,1,5,0,6,0,0,0,0
1741379400,0,0,9,1,0,3,1,6,0,4,21,0,3,14,5,0,0,0,0,19,0,6,35,7,5,0,12,0,0,0,0
1741381200,0,0,6,1,0,3,1,5,0,7,22,0,3,8,2,5,0,5,0,20,0,8,53,9,5,0,12,0,0,0,0
1741383000,0,0,7,0,0,1,2,7,0,7,22,0,4,3,3,5,0,5,0,12,0,5,41,8,5,0,12,0,0,0,0
1741384800,0,0,0,1,0,0,1,8,0,5,18,0,1,2,1,0,0,5,0,22,0,0,53,3,5,0,10,0,0,0,0
1741386600,0,0,9,0,0,3,1,9,0,6,14,0,0,7,1,0,0,5,0,29,0,0,38,5,5,0,12,0,0,0,0
1741388400,0,0,5,1,0,1,2,10,0,13,6,0,1,3,2,0,0,5,0,21,0,0,43,5,5,0,14,0,0,0,0
1741390200,0,0,8,0,0,3,1,6,0,12,7,0,1,1,1,0,0,6,0,17,0,0,38,4,5,0,18,0,0,0,0
1741392000,0,0,12,3,0,10,5,12,0,5,10,0,0,2,0,0,0,9,0,11,0,5,29,13,5,0,26,0,0,0,0
1741393800,0,0,12,1,0,16,6,11,0,6,0,0,0,3,0,0,0,9,0,11,0,0,35,3,5,0,26,0,0,0,0
1741395600,0,0,11,1,0,17,9,9,0,8,6,0,0,0,0,5,0,12,0,8,0,0,40,5,5,0,23,0,0,0,0
1741397400,0,0,13,2,0,23,11,12,0,7,5,0,0,0,0,5,0,11,0,10,0,0,43,6,5,0,20,0,0,0,0
1741399200,0,0,18,5,0,16,9,7,0,9,6,0,1,0,0,0,0,15,0,23,0,6,41,5,5,0,36,0,0,0,0
1741401000,0,0,23,4,0,24,10,11,0,8,5,0,0,1,1,0,0,16,0,13,0,0,41,0,5,0,39,0,0,0,0
1741402800,0,0,20,9,0,23,8,9,0,6,0,0,0,1,0,6,0,13,0,8,0,0,35,7,5,0,35,0,0,0,0
1741404600,0,0,22,8,0,16,12,6,0,4,5,0,2,1,0,6,0,12,0,5,0,5,24,4,5,0,32,0,0,0,0
1741406400,0,0,25,3,0,16,17,10,1,0,0,0,0,1,0,5,0,18,0,8,0,5,19,3,5,0,31,0,0,0,0
1741408200,0,0,25,2,0,20,5,7,0,1,5,0,1,0,0,8,0,22,0,8,0,5,20,1,5,0,35,0,0,0,0
1741410000,0,0,17,4,0,23,7,12,0,3,0,0,2,0,0,9,0,18,0,7,0,6,17,4,5,0,32,0,0,0,0
1741411800,0,0,32,10,0,23,2,10,0,3,7,0,2,5,0,7,0,17,0,1,0,6,12,1,5,0,34,0,0,0,0
1741413600,0,0,32,5,0,30,8,10,0,1,10,0,1,6,0,12,0,19,0,0,0,5,8,2,5,0,33,0,0,0,0
1741415400,0,0,27,8,4,25,13,9,0,2,6,0,1,2,1,9,0,23,0,4,0,5,8,1,5,0,25,0,0,0,0
1741417200,0,0,28,8,6,21,7,11,0,1,12,0,1,11,0,12,0,23,0,5,0,9,6,2,5,0,27,0,0,0,0
1741419000,0,0,39,5,0,26,8,12,0,1,24,0,2,7,1,7,0,25,0,2,0,8,0,0,5,0,27,0,0,0,0
1741420800,0,0,31,9,0,26,11,12,0,1,21,0,2,10,5,6,0,17,0,0,0,9,0,0,5,0,26,0,0,0,0
1741422600,0,0,33,7,0,21,9,12,0,2,27,0,1,15,6,8,0,10,0,2,0,11,5,3,5,0,22,0,0,0,0
1741424400,0,0,24,9,0,19,18,8,0,1,32,0,1,11,9,12,0,18,0,1,0,8,5,0,5,0,17,0,0,0,0
1741426200,0,0,35,1,0,16,11,9,0,1,42,0,7,17,4,6,0,15,0,1,0,9,0,2,5,0,17,0,0,0,0
1741428000,0,0,38,2,0,20,9,11,0,0,41,0,4,12,8,6,0,21,0,1,0,5,0,1,5,0,21,0,0,0,0
1741429800,0,0,32,11,0,26,8,9,0,0,36,0,3,18,4,8,0,17,0,0,0,7,6,1,5,0,17,0,0,0,0
1741431600,0,0,31,9,0,16,7,11,1,2,38,0,3,17,7,6,0,21,0,1,0,6,6,0,5,0,22,0,0,0,0
1741433400,0,0,26,5,0,17,8,7,0,0,42,0,4,16,6,8,0,16,0,1,0,6,6,0,5,0,24,0,0,0,0
1741435200,0,0,21,9,0,19,4,0,0,1,38,0,8,15,3,9,0,10,0,2,0,8,8,1,5,0,31,0,0,0,0
1741437000,0,0,20,4,0,13,5,5,0,3,38,0,6,6,3,9,0,12,0,3,0,5,12,3,5,0,24,0,0,0,0
1741438800,0,0,23,8,0,17,3,5,0,3,38,0,2,15,6,8,0,12,0,4,0,0,10,4,5,0,17,0,0,0,0
1741440600,0,0,31,5,0,14,4,5,0,1,40,0,7,14,10,9,0,13,0,3,0,6,13,1,5,0,10,0,0,0,0
1741442400,0,0,27,4,0,9,6,0,0,3,53,0,9,14,8,9,0,17,0,5,0,10,13,4,5,0,11,0,0,0,0
1741444200,0,0,31,3,0,14,2,7,0,5,49,0,4,15,5,6,0,8,0,8,0,7,26,5,5,0,5,0,0,0,0
1741446000,0,0,32,3,0,16,3,0,0,6,38,0,2,15,8,7,0,8,0,5,0,6,25,1,5,0,6,0,0,0,0
1741447800,0,0,15,0,0,9,7,0,0,8,32,0,7,13,5,8,0,6,0,13,0,11,26,4,5,0,5,0,0,0,0
1741449600,0,0,16,3,0,7,5,0,0,6,41,0,6,14,8,9,0,7,0,17,0,6,26,2,5,0,6,0,0,0,0
1741451400,0,0,15,3,0,6,2,0,0,2,46,0,3,14,8,6,0,0,0,8,0,5,28,4,5,0,14,0,0,0,0
1741453200,0,0,8,1,0,5,4,0,0,5,43,0,3,10,8,0,0,6,0,18,0,12,24,2,5,0,12,0,0,0,0
1741455000,0,0,8,1,0,5,4,0,0,5,43,0,3,10,8,0,0,6,0,18,0,12,24,2,5,0,12,0,0,0,0
1741456800,0,0,11,0,0,3,2,0,0,6,50,0,3,16,11,9,0,5,0,11,0,0,40,10,5,0,11,3,0,0,0
1741458600,0,0,8,2,0,8,1,0,0,7,47,0,2,9,12,7,0,0,0,17,0,6,38,13,5,0,12,0,0,0,0
1741460400,0,0,5,3,0,2,2,0,0,7,47,0,6,7,8,5,0,0,0,25,0,7,30,8,5,0,11,0,0,0,0
1741462200,0,0,11,2,0,4,3,0,0,3,31,0,4,11,8,7,0,0,0,20,0,8,33,0,5,0,15,0,0,0,0
1741464000,0,0,5,1,0,8,1,0,0,10,31,0,4,6,10,0,0,5,0,11,0,7,36,5,5,0,10,0,0,0,0
1741465800,0,0,6,0,0,2,2,6,0,12,28,0,0,7,7,0,0,0,0,9,0,5,38,6,5,0,16,0,0,0,0
1741467600,0,0,5,0,0,4,0,0,0,6,30,0,2,4,3,0,0,5,0,15,0,6,40,8,5,0,9,0,0,0,0
1741469400,0,0,10,0,0,1,0,5,0,5,20,0,0,5,3,0,0,6,0,10,0,5,39,8,5,0,10,0,0,0,0
1741471200,0,0,7,0,0,2,0,7,0,4,15,0,0,3,1,0,0,8,0,13,0,0,52,6,5,0,10,0,0,0,0
1741473000,0,0,6,1,0,3,0,6,0,8,17,0,0,5,2,0,0,5,0,11,0,5,49,3,5,0,17,0,0,0,0
1741474800,0,0,5,2,0,4,0,9,0,7,15,0,2,7,0,0,0,7,0,10,0,5,41,4,5,0,14,0,0,0,0
1741476600,0,0,7,2,0,2,5,5,0,10,14,0,0,6,2,0,0,8,0,16,0,0,39,3,5,0,20,0,0,0,0
1741478400,0,0,10,1,0,3,0,5,0,12,6,0,2,4,0,0,0,5,0,18,0,5,38,3,5,0,21,0,0,0,0
1741480200,0,0,6,4,0,9,3,7,0,10,7,0,0,0,0,0,0,11,0,20,0,0,36,6,5,0,23,0,0,0,0
1741482000,0,0,11,2,0,6,7,8,0,5,5,0,0,2,0,0,0,11,0,23,0,0,37,5,5,0,33,0,0,0,0
1741483800,0,0,12,1,0,12,9,9,0,8,0,0,1,0,0,0,0,10,0,17,0,0,29,5,5,0,21,0,0,0,0
